"Time [ms]","Temp [C]"
14287691,20.16
14297846,20.19
14308001,20.16
14318156,20.19
14328310,20.16
14338465,20.19
14348620,20.19
14358775,20.19
14368929,20.16
14379084,20.16
14389239,20.16
14399394,20.19
14409548,20.19
14419703,20.19
14429858,20.19
14440013,20.19
14450167,20.19
14460322,20.19
14470477,20.19
14480632,20.19
14490786,20.19
14500941,20.19
14511096,20.19
14521251,20.19
14531406,20.19
14541560,20.19
14551715,20.19
14561870,20.19
14572025,20.19
14582179,20.19
14592334,20.19
14602489,20.19
14612644,20.22
14622798,20.19
14632953,20.19
14643108,20.19
14653263,20.19
14663417,20.19
14673572,20.19
14683727,20.22
14693882,20.22
14704036,20.22
14714191,20.19
14724346,20.22
14734501,20.22
14744656,20.22
14754810,20.22
14764965,20.22
14775120,20.22
14785275,20.22
14795429,20.22
14805584,20.22
14815739,20.22
14825894,20.22
14836048,20.22
14846203,20.22
14856358,20.22
14866513,20.22
14876667,20.22
14886822,20.22
14896977,20.22
14907132,20.22
14917286,20.22
14927441,20.22
14937596,20.22
14947751,20.22
14957906,20.26
14968060,20.26
14978215,20.26
14988370,20.22
14998525,20.26
15008679,20.26
15018834,20.26
15028989,20.26
15039144,20.26
15049298,20.22
15059453,20.26
15069608,20.26
15079763,20.22
15089917,20.26
15100072,20.26
15110227,20.26
15120382,20.26
15130536,20.26
15140691,20.26
15150846,20.26
15161001,20.26
15171156,20.26
15181310,20.26
15191465,20.26
15201620,20.26
15211775,20.26
15221929,20.26
15232084,20.26
15242239,20.26
15252394,20.26
15262548,20.26
15272703,20.29
15282858,20.29
15293013,20.29
15303167,20.29
15313322,20.26
15323477,20.29
15333632,20.29
15343786,20.29
15353941,20.26
15364096,20.29
15374251,20.29
15384406,20.29
15394560,20.29
15404715,20.29
15414870,20.29
15425025,20.29
15435179,20.26
15445334,20.29
15455489,20.29
15465644,20.29
15475798,20.29
15485953,20.29
15496108,20.29
15506263,20.29
15516417,20.29
15526572,20.33
15536727,20.29
15546882,20.29
15557036,20.29
15567191,20.33
15577346,20.29
15587501,20.29
15597656,20.29
15607810,20.29
15617965,20.29
15628120,20.29
15638275,20.29
15648429,20.33
15658584,20.33
15668739,20.33
15678894,20.33
15689048,20.29
15699203,20.33
15709358,20.33
15719513,20.29
15729667,20.33
15739822,20.33
15749977,20.29
15760132,20.33
15770286,20.33
15780441,20.33
15790596,20.33
15800751,20.33
15810906,20.33
15821060,20.33
15831215,20.33
15841370,20.33
15851525,20.33
15861679,20.33
15871834,20.33
15881989,20.33
15892144,20.33
15902298,20.33
15912453,20.33
15922608,20.33
15932763,20.33
15942917,20.33
15953072,20.36
15963227,20.36
15973382,20.33
15983537,20.33
15993691,20.33
16003846,20.33
16014001,20.36
16024156,20.33
16034310,20.36
16044465,20.33
16054620,20.33
16064775,20.36
16074929,20.36
16085084,20.33
16095239,20.33
16105395,20.33
16115548,20.33
16125703,20.36
16135859,20.33
16146014,20.33
16156167,20.36
16166323,20.36
16176478,20.36
16186633,20.36
16196787,20.36
16206942,20.36
16217097,20.33
16227252,20.33
16237407,20.33
16247561,20.33
16257716,20.36
16267871,20.36
16278026,20.36
16288180,20.36
16298335,20.36
16308490,20.36
16318645,20.36
16328799,20.36
16338954,20.36
16349109,20.36
16359264,20.36
16369418,20.36
16379573,20.36
16389728,20.36
16399883,20.36
16410037,20.36
16420192,20.36
16430347,20.39
16440502,20.36
16450657,20.36
16460811,20.36
16470966,20.36
16481121,20.36
16491276,20.39
16501430,20.36
16511585,20.36
16521740,20.36
16531895,20.36
16542049,20.39
16552204,20.39
16562359,20.36
16572514,20.39
16582668,20.39
16592823,20.39
16602978,20.39
16613133,20.36
16623287,20.39
16633442,20.39
16643597,20.39
16653752,20.39
16663907,20.39
16674061,20.39
16684216,20.39
16694371,20.36
16704526,20.39
16714680,20.39
16724835,20.39
16734990,20.39
16745145,20.39
16755299,20.39
16765454,20.39
16775609,20.39
16785764,20.39
16795918,20.39
16806073,20.39
16816228,20.39
16826383,20.39
16836537,20.39
16846692,20.39
16856847,20.39
16867002,20.39
16877156,20.39
16887311,20.39
16897466,20.39
16907621,20.39
16917776,20.43
16927930,20.39
16938085,20.39
16948240,20.39
16958395,20.39
16968549,20.43
16978704,20.43
16988859,20.43
16999014,20.43
17009168,20.43
17019323,20.43
17029478,20.43
17039633,20.43
17049787,20.39
17059942,20.39
17070097,20.43
17080252,20.43
17090406,20.43
17100561,20.43
17110716,20.39
17120871,20.43
17131025,20.43
17141180,20.43
17151335,20.39
17161490,20.43
17171644,20.43
17181799,20.43
17191954,20.43
17202109,20.43
17212264,20.43
17222418,20.43
17232573,20.43
17242728,20.43
17252883,20.43
17263037,20.43
17273192,20.43
17283347,20.43
17293502,20.43
17303656,20.43
17313811,20.43
17323966,20.43
17334121,20.43
17344275,20.43
17354430,20.43
17364585,20.43
17374740,20.43
17384894,20.43
17395049,20.43
17405204,20.43
17415359,20.43
17425513,20.43
17435668,20.43
17445823,20.43
17455978,20.43
17466133,20.43
17476287,20.43
17486442,20.46
17496597,20.43
17506752,20.43
17516906,20.46
17527061,20.43
17537216,20.46
17547371,20.43
17557525,20.43
17567680,20.46
17577835,20.43
17587990,20.46
17598144,20.43
17608299,20.43
17618454,20.43
17628609,20.43
17638763,20.43
17648918,20.46
17659073,20.46
17669228,20.46
17679383,20.43
17689537,20.46
17699692,20.46
17709847,20.46
17720002,20.46
17730156,20.46
17740311,20.46
17750466,20.43
17760621,20.43
